<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.08.13	10:54:00	1996.80	1996.80	1996.42	1996.42	4	0	90
2026.08.13	10:55:00	1996.42	1997.05	1996.42	1997.05	6	0	90
2026.08.13	10:56:00	1997.05	1997.93	1997.05	1997.43	14	0	90
2026.08.13	10:57:00	1997.30	1997.43	1997.30	1997.43	10	0	90
2026.08.13	10:58:00	1997.43	1997.44	1997.31	1997.31	5	0	90
2026.08.13	10:59:00	1997.43	1997.93	1997.43	1997.43	10	0	90
2026.08.13	11:00:00	1997.44	1997.94	1997.44	1997.45	11	0	90
2026.08.13	11:01:00	1997.48	1998.10	1997.48	1998.10	9	0	90
2026.08.13	11:02:00	1998.10	1999.08	1998.08	1999.08	15	0	90
2026.08.13	11:03:00	1998.96	1999.34	1998.95	1998.95	7	0	90
2026.08.13	11:04:00	1998.95	1998.95	1998.70	1998.70	5	0	90
2026.08.13	11:05:00	1998.83	1998.96	1998.33	1998.36	10	0	90
2026.08.13	11:06:00	1998.49	1998.59	1998.24	1998.46	8	0	90
2026.08.13	11:07:00	1998.46	1998.59	1998.22	1998.46	8	0	90
2026.08.13	11:08:00	1998.59	1998.71	1998.22	1998.47	13	0	90
2026.08.13	11:09:00	1998.47	1998.59	1998.34	1998.34	6	0	90
2026.08.13	11:10:00	1998.47	1998.47	1998.34	1998.46	4	0	90
2026.08.13	11:11:00	1998.33	1998.71	1998.33	1998.58	7	0	90
2026.08.13	11:12:00	1998.58	1999.08	1998.58	1998.96	10	0	90
2026.08.13	11:13:00	1998.96	1998.96	1998.84	1998.84	4	0	90
2026.08.13	11:14:00	1998.84	1999.09	1998.84	1998.97	6	0	90
2026.08.13	11:15:00	1998.97	1998.99	1998.86	1998.86	6	0	90
2026.08.13	11:16:00	1998.86	1998.98	1998.61	1998.98	14	0	90
2026.08.13	11:17:00	1998.98	1998.98	1998.97	1998.97	6	0	90
2026.08.13	11:18:00	1998.97	1999.22	1998.97	1999.10	7	0	90
2026.08.13	11:19:00	1999.10	1999.58	1999.09	1999.58	5	0	90
2026.08.13	11:20:00	1999.58	1999.71	1999.45	1999.71	7	0	90
2026.08.13	11:21:00	1999.58	1999.96	1999.58	1999.95	3	0	90
2026.08.13	11:22:00	1999.95	2000.07	1999.81	1999.94	7	0	90
2026.08.13	11:23:00	1999.93	1999.93	1999.31	1999.31	8	0	90
2026.08.13	11:24:00	1999.44	1999.44	1999.31	1999.32	6	0	90
2026.08.13	11:25:00	1999.44	1999.44	1999.19	1999.32	6	0	90
2026.08.13	11:26:00	1999.20	1999.46	1999.07	1999.46	12	0	90
2026.08.13	11:27:00	1999.33	1999.46	1999.21	1999.34	6	0	90
2026.08.13	11:28:00	1999.47	1999.48	1998.73	1998.86	9	0	90
2026.08.13	11:29:00	1998.86	1999.11	1998.86	1998.98	5	0	90
2026.08.13	11:30:00	1998.98	1998.99	1998.86	1998.98	6	0	90
2026.08.13	11:31:00	1998.98	1998.98	1998.49	1998.49	9	0	90
2026.08.13	11:32:00	1998.37	1998.37	1997.62	1997.74	15	0	90
2026.08.13	11:33:00	1997.62	1997.74	1997.49	1997.49	6	0	90
2026.08.13	11:34:00	1997.49	1997.49	1997.10	1997.10	7	0	90
2026.08.13	11:35:00	1997.10	1997.10	1996.85	1996.99	11	0	90
2026.08.13	11:36:00	1996.99	1997.11	1996.99	1997.11	4	0	90
2026.08.13	11:37:00	1997.12	1997.60	1996.99	1997.60	9	0	90
2026.08.13	11:38:00	1997.60	1997.60	1997.46	1997.46	3	0	90
2026.08.13	11:39:00	1997.46	1997.97	1997.46	1997.85	6	0	90
2026.08.13	11:40:00	1997.97	1998.10	1997.85	1997.97	9	0	90
2026.08.13	11:41:00	1997.97	1997.97	1997.97	1997.97	1	0	90
2026.08.13	11:42:00	1997.98	1998.10	1997.97	1998.10	5	0	90
2026.08.13	11:43:00	1998.10	1998.10	1997.97	1997.98	6	0	90
2026.08.13	11:44:00	1997.98	1997.98	1997.85	1997.85	4	0	90
2026.08.13	11:45:00	1997.85	1997.85	1997.73	1997.85	3	0	90
2026.08.13	11:46:00	1997.85	1997.85	1997.84	1997.84	2	0	90
2026.08.13	11:47:00	1997.84	1997.97	1997.84	1997.84	8	0	90
2026.08.13	11:48:00	1997.84	1997.97	1997.71	1997.97	4	0	90
2026.08.13	11:49:00	1997.84	1997.97	1997.72	1997.97	12	0	90
2026.08.13	11:50:00	1997.97	1998.10	1997.97	1998.10	4	0	90
2026.08.13	11:51:00	1998.10	1998.48	1998.10	1998.35	7	0	90
2026.08.13	11:52:00	1998.48	1998.48	1998.10	1998.22	10	0	90
2026.08.13	11:53:00	1998.35	1998.47	1998.10	1998.34	7	0	90
2026.08.13	11:54:00	1998.34	1998.34	1998.08	1998.08	4	0	90
2026.08.13	11:55:00	1997.96	1997.96	1997.96	1997.96	1	0	90
2026.08.13	11:56:00	1997.84	1998.34	1997.84	1998.34	12	0	90
2026.08.13	11:57:00	1998.34	1998.48	1998.34	1998.36	3	0	90
2026.08.13	11:58:00	1998.49	1998.49	1998.32	1998.32	9	0	90
2026.08.13	11:59:00	1998.32	1998.48	1998.32	1998.48	2	0	90
2026.08.13	12:00:00	1998.47	1998.72	1998.35	1998.47	8	0	90
2026.08.13	12:01:00	1998.60	1998.72	1998.47	1998.72	6	0	90
2026.08.13	12:02:00	1998.97	1998.97	1998.83	1998.83	6	0	90
2026.08.13	12:03:00	1998.96	1998.96	1998.83	1998.95	3	0	90
2026.08.13	12:04:00	1998.95	1999.07	1998.94	1999.07	7	0	90
2026.08.13	12:05:00	1998.94	1998.94	1998.82	1998.94	5	0	90
2026.08.13	12:06:00	1998.82	1998.94	1998.82	1998.94	2	0	90
2026.08.13	12:07:00	1998.94	1998.94	1998.82	1998.93	4	0	90
2026.08.13	12:08:00	1999.06	1999.06	1998.80	1998.92	6	0	90
2026.08.13	12:11:00	1999.05	1999.05	1998.92	1998.92	2	0	90
2026.08.13	12:12:00	1999.05	1999.05	1998.80	1998.92	6	0	90
2026.08.13	12:13:00	1998.80	1999.05	1998.68	1998.93	6	0	90
2026.08.13	12:14:00	1999.06	1999.06	1998.94	1999.06	3	0	90
2026.08.13	12:15:00	1999.07	1999.44	1998.94	1998.94	6	0	90
2026.08.13	12:16:00	1998.96	1999.08	1998.83	1998.83	5	0	90
2026.08.13	12:17:00	1999.08	1999.08	1998.96	1999.08	3	0	90
2026.08.13	12:18:00	1999.09	1999.09	1998.46	1998.46	14	0	90
2026.08.13	12:19:00	1998.58	1998.58	1998.46	1998.46	4	0	90
2026.08.13	12:20:00	1998.45	1998.69	1998.44	1998.68	6	0	90
2026.08.13	12:22:00	1998.94	1998.94	1998.81	1998.81	3	0	90
2026.08.13	12:23:00	1998.94	1999.06	1998.94	1999.06	2	0	90
2026.08.13	12:25:00	1998.93	1998.94	1998.69	1998.69	3	0	90
2026.08.13	12:26:00	1998.81	1998.94	1998.56	1998.93	12	0	90
2026.08.13	12:27:00	1999.06	1999.06	1998.80	1998.93	6	0	90
2026.08.13	12:28:00	1998.80	1999.43	1998.80	1999.28	6	0	90
2026.08.13	12:29:00	1999.16	1999.41	1999.16	1999.16	8	0	90
2026.08.13	12:30:00	1999.04	1999.17	1998.79	1998.79	5	0	90
2026.08.13	12:31:00	1998.91	1999.02	1998.78	1998.90	8	0	90
2026.08.13	12:32:00	1998.90	1999.03	1998.90	1999.02	5	0	90
2026.08.13	12:33:00	1999.02	1999.28	1999.02	1999.28	5	0	90
2026.08.13	12:34:00	1999.28	1999.42	1999.17	1999.17	6	0	90
2026.08.13	12:35:00	1999.30	1999.30	1999.17	1999.17	2	0	90
2026.08.13	12:36:00	1999.30	1999.42	1999.30	1999.30	3	0	90
2026.08.13	12:37:00	1999.17	1999.42	1999.04	1999.17	17	0	90
2026.08.13	12:38:00	1999.43	1999.43	1999.30	1999.42	3	0	90
2026.08.13	12:39:00	1999.30	1999.30	1998.93	1999.05	6	0	90
2026.08.13	12:40:00	1999.05	1999.05	1999.05	1999.05	1	0	90
2026.08.13	12:41:00	1999.05	1999.56	1998.93	1999.56	6	0	90
2026.08.13	12:42:00	1999.55	1999.68	1999.43	1999.43	6	0	90
2026.08.13	12:43:00	1999.69	1999.69	1999.56	1999.56	4	0	90
2026.08.13	12:44:00	1999.56	1999.56	1999.56	1999.56	1	0	90
2026.08.13	12:45:00	1999.56	1999.56	1999.56	1999.56	1	0	90
2026.08.13	12:46:00	1999.44	1999.56	1999.44	1999.56	6	0	90
2026.08.13	12:47:00	1999.44	1999.44	1999.44	1999.44	1	0	90
2026.08.13	12:48:00	1999.46	1999.58	1999.46	1999.58	2	0	90
2026.08.13	12:49:00	1999.59	1999.97	1999.59	1999.97	5	0	90
2026.08.13	12:50:00	1999.96	1999.96	1999.46	1999.49	7	0	90
2026.08.13	12:51:00	1999.61	1999.64	1999.61	1999.64	3	0	90
2026.08.13	12:52:00	1999.64	2000.16	1999.64	2000.16	4	0	90
2026.08.13	12:53:00	2000.04	2000.29	2000.04	2000.17	6	0	90
2026.08.13	12:54:00	2000.17	2000.31	2000.17	2000.31	9	0	90
2026.08.13	12:55:00	2000.18	2000.56	2000.06	2000.56	5	0	90
2026.08.13	12:56:00	2000.55	2001.04	2000.54	2001.04	5	0	90
2026.08.13	12:57:00	2001.04	2001.29	2001.04	2001.29	5	0	90
2026.08.13	12:58:00	2001.29	2001.40	2001.27	2001.29	8	0	90
2026.08.13	12:59:00	2001.30	2001.55	2001.30	2001.55	7	0	90
2026.08.13	13:00:00	2001.55	2001.82	2001.55	2001.82	6	0	90
2026.08.13	13:01:00	2001.70	2001.82	2001.57	2001.59	9	0	90
2026.08.13	13:02:00	2001.71	2001.86	2001.60	2001.86	10	0	90
2026.08.13	13:03:00	2001.86	2001.88	2001.86	2001.88	2	0	90
2026.08.13	13:04:00	2001.89	2002.02	2001.89	2001.90	3	0	90
2026.08.13	13:05:00	2001.79	2001.92	2001.78	2001.92	6	0	90
2026.08.13	13:06:00	2001.79	2001.93	2001.79	2001.93	3	0	90
2026.08.13	13:07:00	2001.95	2001.98	2001.83	2001.98	8	0	90
2026.08.13	13:08:00	2001.98	2002.01	2001.89	2002.01	8	0	90
2026.08.13	13:09:00	2002.02	2002.04	2002.02	2002.04	3	0	90
2026.08.13	13:10:00	2002.04	2002.17	2002.04	2002.17	2	0	90
2026.08.13	13:11:00	2002.08	2002.10	2001.98	2001.98	4	0	90
2026.08.13	13:12:00	2001.85	2001.87	2001.74	2001.87	4	0	90
2026.08.13	13:13:00	2001.88	2002.01	2001.88	2002.01	2	0	90
2026.08.13	13:14:00	2002.14	2002.28	2002.14	2002.28	6	0	90
2026.08.13	13:15:00	2002.41	2002.42	2002.28	2002.42	3	0	90
2026.08.13	13:16:00	2002.42	2002.43	2002.30	2002.43	3	0	90
2026.08.13	13:17:00	2002.43	2002.43	2002.31	2002.32	3	0	90
2026.08.13	13:18:00	2002.20	2003.45	2002.20	2003.42	9	0	90
2026.08.13	13:19:00	2003.54	2004.02	2003.53	2004.01	6	0	90
2026.08.13	13:20:00	2003.98	2003.98	2003.98	2003.98	1	0	90
2026.08.13	13:21:00	2003.84	2003.97	2003.83	2003.95	6	0	90
2026.08.13	13:22:00	2003.95	2003.95	2003.94	2003.94	2	0	90
2026.08.13	13:23:00	2003.92	2003.92	2003.79	2003.79	3	0	90
2026.08.13	13:24:00	2003.91	2003.91	2003.78	2003.89	5	0	90
2026.08.13	13:25:00	2003.89	2004.01	2003.87	2003.87	5	0	90
2026.08.13	13:27:00	2003.72	2003.72	2003.47	2003.71	5	0	90
2026.08.13	13:28:00	2003.70	2003.82	2003.70	2003.82	2	0	90
2026.08.13	13:29:00	2003.81	2003.81	2003.55	2003.55	4	0	90
2026.08.13	13:30:00	2003.67	2003.79	2003.65	2003.65	9	0	90
2026.08.13	13:31:00	2003.65	2003.77	2003.64	2003.77	9	0	90
2026.08.13	13:32:00	2003.77	2003.77	2003.77	2003.77	1	0	90
2026.08.13	13:33:00	2003.76	2003.89	2003.64	2003.89	6	0	90
2026.08.13	13:34:00	2003.76	2003.88	2003.63	2003.63	6	0	90
2026.08.13	13:35:00	2003.63	2003.88	2003.62	2003.75	5	0	90
2026.08.13	13:36:00	2003.62	2003.74	2003.49	2003.61	5	0	90
2026.08.13	13:37:00	2003.62	2003.74	2003.62	2003.74	2	0	90
2026.08.13	13:40:00	2003.60	2003.72	2003.59	2003.72	3	0	90
2026.08.13	13:43:00	2003.58	2003.58	2003.58	2003.58	1	0	90
2026.08.13	13:44:00	2003.58	2003.83	2003.58	2003.71	6	0	90
2026.08.13	13:45:00	2003.59	2003.84	2003.59	2003.83	4	0	90
2026.08.13	13:46:00	2003.71	2003.84	2003.59	2003.71	9	0	90
2026.08.13	13:47:00	2003.59	2003.59	2003.58	2003.58	2	0	90
2026.08.13	13:48:00	2003.58	2003.58	2002.96	2002.96	6	0	90
2026.08.13	13:49:00	2002.96	2002.97	2002.72	2002.97	4	0	90
2026.08.13	13:50:00	2002.83	2003.08	2002.83	2002.94	7	0	90
2026.08.13	13:51:00	2003.05	2003.05	2002.80	2002.80	2	0	90
2026.08.13	13:52:00	2003.05	2003.16	2002.91	2003.16	6	0	90
2026.08.13	13:53:00	2003.04	2003.17	2003.04	2003.04	7	0	90
2026.08.13	13:55:00	2003.03	2003.03	2002.66	2002.66	6	0	90
2026.08.13	13:56:00	2002.67	2002.68	2002.67	2002.68	2	0	90
2026.08.13	13:57:00	2002.68	2002.68	2002.68	2002.68	1	0	90
2026.08.13	13:58:00	2002.81	2002.81	2002.69	2002.69	2	0	90
2026.08.13	13:59:00	2002.68	2002.68	2002.55	2002.55	2	0	90
2026.08.13	14:00:00	2002.55	2002.55	2002.29	2002.42	17	0	90
2026.08.13	14:01:00	2002.54	2002.54	2002.54	2002.54	1	0	90
2026.08.13	14:02:00	2002.40	2002.65	2002.40	2002.65	2	0	90
2026.08.13	14:03:00	2002.77	2002.77	2002.77	2002.77	1	0	90
2026.08.13	14:04:00	2002.65	2002.78	2002.65	2002.78	3	0	90
2026.08.13	14:05:00	2002.65	2002.65	2002.53	2002.65	3	0	90
2026.08.13	14:06:00	2002.53	2002.66	2002.53	2002.53	3	0	90
2026.08.13	14:07:00	2002.65	2002.65	2002.53	2002.53	2	0	90
2026.08.13	14:08:00	2002.53	2002.66	2002.52	2002.52	7	0	90
2026.08.13	14:09:00	2002.52	2002.52	2002.52	2002.52	1	0	90
2026.08.13	14:12:00	2002.48	2002.48	2002.48	2002.48	1	0	90
2026.08.13	14:14:00	2002.31	2002.31	2002.31	2002.31	1	0	90
2026.08.13	14:15:00	2002.29	2002.39	2002.27	2002.39	4	0	90
2026.08.13	14:16:00	2002.39	2002.39	2002.26	2002.38	4	0	90
2026.08.13	14:17:00	2002.37	2002.49	2002.11	2002.24	9	0	90
2026.08.13	14:18:00	2002.24	2002.24	2001.99	2002.11	5	0	90
2026.08.13	14:19:00	2001.99	2002.01	2001.99	2002.01	3	0	90
2026.08.13	14:20:00	2002.13	2002.40	2002.13	2002.40	4	0	90
2026.08.13	14:21:00	2002.40	2002.41	2002.40	2002.40	3	0	90
2026.08.13	14:22:00	2002.40	2002.53	2002.40	2002.41	3	0	90
2026.08.13	14:23:00	2002.54	2002.54	2002.41	2002.54	6	0	90
2026.08.13	14:24:00	2002.41	2002.66	2002.41	2002.66	3	0	90
2026.08.13	14:25:00	2002.54	2002.91	2002.54	2002.91	3	0	90
2026.08.13	14:27:00	2003.04	2003.17	2003.04	2003.05	3	0	90
2026.08.13	14:28:00	2003.05	2003.17	2002.93	2003.05	9	0	90
2026.08.13	14:29:00	2003.05	2003.06	2003.05	2003.06	2	0	90
2026.08.13	14:30:00	2003.06	2003.19	2003.06	2003.07	3	0	90
2026.08.13	14:31:00	2003.08	2003.09	2002.95	2002.96	7	0	90
2026.08.13	14:32:00	2002.97	2002.98	2002.72	2002.72	4	0	90
2026.08.13	14:33:00	2002.60	2002.72	2002.23	2002.23	9	0	90
2026.08.13	14:34:00	2002.11	2002.11	2001.97	2001.97	10	0	90
2026.08.13	14:35:00	2001.97	2001.97	2001.84	2001.96	3	0	90
2026.08.13	14:36:00	2001.83	2001.83	2001.57	2001.69	6	0	90
2026.08.13	14:37:00	2001.44	2001.44	2001.32	2001.44	3	0	90
2026.08.13	14:38:00	2001.45	2001.45	2001.45	2001.45	1	0	90
2026.08.13	14:39:00	2001.44	2001.57	2001.44	2001.57	6	0	90
2026.08.13	14:40:00	2001.57	2001.95	2001.57	2001.95	6	0	90
2026.08.13	14:41:00	2001.82	2002.07	2001.82	2002.07	4	0	90
2026.08.13	14:42:00	2002.19	2002.57	2002.07	2002.57	5	0	90
2026.08.13	14:43:00	2002.44	2002.45	2002.32	2002.45	3	0	90
2026.08.13	14:44:00	2002.31	2002.31	2002.31	2002.31	1	0	90
2026.08.13	14:45:00	2002.18	2002.31	2002.18	2002.31	2	0	90
2026.08.13	14:46:00	2002.31	2002.68	2002.31	2002.56	6	0	90
2026.08.13	14:47:00	2002.43	2002.43	2002.43	2002.43	1	0	90
2026.08.13	14:48:00	2002.43	2002.56	2002.43	2002.43	3	0	90
2026.08.13	14:49:00	2002.43	2002.56	2002.43	2002.55	4	0	90
2026.08.13	14:50:00	2002.67	2002.67	2002.41	2002.53	7	0	90
2026.08.13	14:51:00	2002.53	2002.65	2002.40	2002.52	7	0	90
2026.08.13	14:52:00	2002.52	2002.52	2002.40	2002.40	2	0	90
2026.08.13	14:53:00	2002.40	2002.66	2002.40	2002.66	3	0	90
2026.08.13	14:54:00	2002.66	2002.92	2002.66	2002.92	2	0	90
2026.08.13	14:55:00	2002.92	2003.04	2002.92	2003.04	2	0	90
2026.08.13	14:56:00	2002.92	2003.05	2002.68	2002.68	5	0	90
2026.08.13	14:57:00	2002.56	2002.69	2002.44	2002.44	5	0	90
2026.08.13	14:58:00	2002.44	2002.70	2002.44	2002.69	8	0	90
2026.08.13	14:59:00	2002.57	2002.69	2002.56	2002.56	5	0	90
2026.08.13	15:00:00	2002.69	2002.69	2002.56	2002.56	3	0	90
2026.08.13	15:01:00	2002.56	2002.68	2002.56	2002.68	4	0	90
2026.08.13	15:02:00	2002.55	2002.68	2002.30	2002.31	7	0	90
2026.08.13	15:03:00	2002.06	2002.06	2001.69	2001.69	7	0	90
2026.08.13	15:04:00	2001.81	2001.94	2001.69	2001.69	5	0	90
2026.08.13	15:05:00	2001.93	2001.93	2001.43	2001.69	9	0	90
2026.08.13	15:06:00	2001.69	2001.69	2001.56	2001.68	5	0	90
2026.08.13	15:07:00	2001.44	2001.44	2001.44	2001.44	1	0	90
2026.08.13	15:08:00	2001.44	2001.44	2001.18	2001.18	11	0	90
2026.08.13	15:09:00	2001.18	2001.18	2001.16	2001.16	3	0	90
2026.08.13	15:10:00	2001.16	2001.39	2001.14	2001.39	4	0	90
2026.08.13	15:11:00	2001.52	2001.65	2001.39	2001.65	6	0	90
2026.08.13	15:12:00	2001.65	2001.91	2001.65	2001.91	3	0	90
2026.08.13	15:13:00	2001.79	2002.40	2001.78	2002.40	7	0	90
2026.08.13	15:14:00	2002.40	2002.88	2002.39	2002.88	7	0	90
2026.08.13	15:15:00	2002.88	2002.88	2002.61	2002.86	8	0	90
2026.08.13	15:16:00	2002.98	2002.98	2002.84	2002.84	4	0	90
2026.08.13	15:17:00	2002.84	2003.10	2002.84	2003.10	3	0	90
2026.08.13	15:18:00	2002.98	2002.98	2002.60	2002.72	10	0	90
2026.08.13	15:19:00	2002.84	2002.84	2002.58	2002.58	3	0	90
2026.08.13	15:20:00	2002.70	2002.84	2002.46	2002.84	6	0	90
2026.08.13	15:21:00	2002.84	2002.85	2002.84	2002.85	2	0	90
2026.08.13	15:22:00	2002.85	2002.98	2002.73	2002.85	8	0	90
2026.08.13	15:23:00	2002.73	2002.86	2002.73	2002.73	3	0	90
2026.08.13	15:24:00	2002.99	2002.99	2002.86	2002.86	4	0	90
2026.08.13	15:25:00	2002.74	2002.86	2002.49	2002.62	13	0	90
2026.08.13	15:26:00	2002.49	2002.75	2002.49	2002.63	8	0	90
2026.08.13	15:27:00	2002.75	2002.76	2002.75	2002.76	2	0	90
2026.08.13	15:28:00	2002.76	2002.76	2002.63	2002.64	6	0	90
2026.08.13	15:29:00	2002.52	2002.77	2002.52	2002.77	3	0	90
2026.08.13	15:30:00	2002.64	2003.02	2002.14	2002.28	23	0	90
2026.08.13	15:31:00	2002.28	2002.41	2002.16	2002.29	14	0	90
2026.08.13	15:32:00	2002.04	2002.17	2001.80	2001.93	9	0	90
2026.08.13	15:33:00	2002.06	2002.06	2001.95	2001.95	2	0	90
2026.08.13	15:34:00	2001.96	2001.96	2001.72	2001.72	6	0	90
2026.08.13	15:35:00	2001.72	2001.73	2001.47	2001.73	12	0	90
2026.08.13	15:36:00	2001.61	2001.61	2001.48	2001.61	5	0	90
2026.08.13	15:37:00	2001.61	2001.98	2001.48	2001.98	7	0	90
2026.08.13	15:38:00	2001.97	2002.60	2001.97	2002.34	7	0	90
2026.08.13	15:39:00	2002.47	2002.47	2002.45	2002.45	3	0	90
2026.08.13	15:40:00	2002.57	2002.57	2002.44	2002.57	3	0	90
2026.08.13	15:41:00	2002.69	2002.94	2002.57	2002.93	4	0	90
2026.08.13	15:42:00	2002.92	2003.05	2002.92	2003.05	2	0	90
2026.08.13	15:43:00	2002.79	2002.91	2002.40	2002.40	6	0	90
2026.08.13	15:44:00	2002.40	2003.03	2002.40	2003.03	4	0	90
2026.08.13	15:45:00	2003.40	2003.40	2002.52	2002.52	8	0	90
2026.08.13	15:46:00	2002.40	2002.52	2002.40	2002.52	4	0	90
2026.08.13	15:47:00	2002.40	2002.65	2002.40	2002.65	4	0	90
2026.08.13	15:48:00	2002.52	2002.64	2002.26	2002.26	6	0	90
2026.08.13	15:49:00	2002.26	2002.51	2002.26	2002.38	5	0	90
2026.08.13	15:50:00	2002.38	2002.38	2002.24	2002.24	4	0	90
2026.08.13	15:51:00	2002.37	2002.37	2002.36	2002.36	2	0	90
2026.08.13	15:53:00	2002.36	2002.36	2002.36	2002.36	1	0	90
2026.08.13	15:54:00	2002.23	2002.48	2002.23	2002.23	9	0	90
2026.08.13	15:55:00	2002.23	2002.35	2002.23	2002.35	2	0	90
2026.08.13	15:56:00	2002.35	2002.35	2001.98	2002.35	10	0	90
2026.08.13	15:57:00	2002.10	2002.35	2002.10	2002.34	6	0	90
2026.08.13	15:58:00	2002.22	2002.34	2002.08	2002.08	6	0	90
2026.08.13	15:59:00	2002.08	2002.21	2001.95	2002.08	9	0	90
2026.08.13	16:00:00	2001.95	2001.95	2001.70	2001.84	7	0	90
2026.08.13	16:01:00	2001.72	2001.85	2001.72	2001.72	5	0	90
2026.08.13	16:02:00	2001.60	2001.60	2001.35	2001.36	4	0	90
2026.08.13	16:03:00	2001.49	2001.87	2001.49	2001.87	3	0	90
2026.08.13	16:04:00	2001.74	2001.86	2001.62	2001.74	5	0	90
2026.08.13	16:05:00	2001.99	2002.11	2001.86	2001.86	5	0	90
2026.08.13	16:06:00	2001.99	2002.12	2001.87	2002.12	5	0	90
2026.08.13	16:07:00	2002.12	2002.12	2001.50	2001.51	9	0	90
2026.08.13	16:08:00	2001.38	2001.51	2001.38	2001.50	7	0	90
2026.08.13	16:09:00	2001.38	2001.52	2001.38	2001.52	9	0	90
2026.08.13	16:10:00	2001.52	2001.53	2001.41	2001.41	3	0	90
2026.08.13	16:11:00	2001.41	2001.54	2001.41	2001.54	4	0	90
2026.08.13	16:12:00	2001.67	2001.68	2001.55	2001.68	6	0	90
2026.08.13	16:13:00	2001.55	2001.68	2001.55	2001.68	6	0	90
2026.08.13	16:14:00	2001.57	2001.95	2001.57	2001.95	5	0	90
2026.08.14	10:05:00	2007.97	2009.10	2007.97	2009.09	10	0	90
2026.08.14	10:06:00	2009.22	2010.97	2009.22	2010.84	21	0	90
2026.08.14	10:07:00	2010.59	2010.59	2009.84	2009.84	10	0	90
2026.08.14	10:08:00	2009.59	2009.60	2009.59	2009.59	3	0	90
2026.08.14	10:09:00	2009.72	2010.10	2009.22	2009.34	17	0	90
2026.08.14	10:10:00	2009.59	2010.59	2009.47	2010.59	11	0	90
2026.08.14	10:11:00	2010.59	2010.59	2010.34	2010.35	7	0	90
2026.08.14	10:12:00	2010.34	2010.34	2009.59	2009.59	12	0	90
2026.08.14	10:13:00	2009.59	2010.09	2009.47	2009.97	7	0	90
2026.08.14	10:14:00	2010.09	2010.22	2009.59	2010.09	14	0	90
2026.08.14	10:15:00	2010.09	2010.87	2010.09	2010.62	13	0	90
2026.08.14	10:16:00	2010.62	2010.75	2010.50	2010.51	9	0	90
2026.08.14	10:17:00	2010.38	2010.51	2010.01	2010.14	9	0	90
2026.08.14	10:18:00	2010.14	2010.29	2010.14	2010.29	19	0	90
2026.08.14	10:19:00	2010.29	2010.93	2010.29	2010.56	16	0	90
2026.08.14	10:20:00	2010.31	2010.31	2009.70	2009.70	16	0	90
2026.08.14	10:21:00	2009.70	2009.97	2009.70	2009.85	8	0	90
2026.08.14	10:22:00	2009.72	2009.84	2009.23	2009.36	11	0	90
2026.08.14	10:23:00	2009.36	2009.36	2008.86	2008.86	8	0	90
2026.08.14	10:24:00	2008.98	2009.36	2008.72	2009.36	12	0	90
2026.08.14	10:25:00	2009.36	2009.86	2009.36	2009.86	4	0	90
2026.08.14	10:26:00	2009.86	2009.86	2009.72	2009.73	8	0	90
2026.08.14	10:27:00	2009.85	2010.35	2009.85	2010.23	5	0	90
2026.08.14	10:28:00	2010.23	2010.23	2009.60	2009.60	13	0	90
2026.08.14	10:29:00	2009.60	2009.84	2009.59	2009.84	9	0	90
2026.08.14	10:30:00	2009.84	2010.34	2009.84	2010.22	7	0	90
2026.08.14	10:31:00	2010.22	2010.47	2010.22	2010.35	10	0	90
2026.08.14	10:32:00	2010.24	2010.37	2010.24	2010.37	13	0	90
2026.08.14	10:33:00	2010.37	2010.49	2010.24	2010.25	8	0	90
2026.08.14	10:34:00	2010.25	2011.37	2010.25	2011.37	7	0	90
2026.08.14	10:35:00	2011.24	2011.50	2011.24	2011.25	9	0	90
2026.08.14	10:36:00	2011.37	2011.37	2010.88	2010.88	12	0	90
2026.08.14	10:37:00	2010.87	2011.00	2010.87	2010.88	10	0	90
2026.08.14	10:38:00	2010.87	2011.00	2010.87	2011.00	2	0	90
2026.08.14	10:39:00	2011.00	2011.00	2010.87	2010.88	3	0	90
2026.08.14	10:40:00	2010.88	2010.88	2010.50	2010.50	10	0	90
2026.08.14	10:41:00	2010.50	2010.63	2010.37	2010.50	9	0	90
2026.08.14	10:42:00	2010.38	2010.38	2009.76	2009.88	6	0	90
2026.08.14	10:43:00	2009.88	2010.00	2009.87	2010.00	3	0	90
2026.08.14	10:44:00	2009.99	2009.99	2009.37	2009.49	8	0	90
2026.08.14	10:45:00	2009.50	2009.62	2008.49	2008.49	10	0	90
2026.08.14	10:46:00	2008.48	2008.48	2008.10	2008.22	6	0	90
2026.08.14	10:47:00	2008.09	2008.34	2007.96	2007.96	6	0	90
2026.08.14	10:48:00	2007.83	2007.84	2007.71	2007.84	3	0	90
2026.08.14	10:49:00	2007.84	2007.85	2007.72	2007.85	6	0	90
2026.08.14	10:50:00	2007.86	2008.49	2007.86	2008.37	13	0	90
2026.08.14	10:51:00	2008.37	2008.62	2008.37	2008.62	6	0	90
2026.08.14	10:52:00	2008.63	2009.12	2008.63	2009.12	3	0	90
2026.08.14	10:53:00	2009.13	2009.63	2009.13	2009.63	6	0	90
2026.08.14	10:54:00	2009.88	2009.88	2009.63	2009.75	13	0	90
2026.08.14	10:55:00	2009.62	2009.99	2009.62	2009.99	12	0	90
